R0001|090107|0107质押|010107|21国债⑺|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090107|0107质押|010107|21国债⑺|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090213|0213质押|010213|02国债⒀|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090213|0213质押|010213|02国债⒀|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090303|0303质押|010303|03国债⑶|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090303|0303质押|010303|03国债⑶|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090308|0308质押|010308|03国债⑻|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090308|0308质押|010308|03国债⑻|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090501|0501质押|010501|05国债⑴|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090501|0501质押|010501|05国债⑴|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090504|0504质押|010504|05国债⑷|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090504|0504质押|010504|05国债⑷|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090512|0512质押|010512|05国债⑿|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090512|0512质押|010512|05国债⑿|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090603|0603质押|010603|06国债⑶|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090603|0603质押|010603|06国债⑶|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090609|0609质押|010609|06国债⑼|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090609|0609质押|010609|06国债⑼|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090613|0613质押|010613|06国债⒀|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090613|0613质押|010613|06国债⒀|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090616|0616质押|010616|06国债⒃|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090616|0616质押|010616|06国债⒃|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090619|0619质押|010619|06国债⒆|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090619|0619质押|010619|06国债⒆|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090620|0620质押|010620|06国债⒇|BD|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
R0001|090620|0620质押|010620|06国债⒇|BW|20080605|        |           1|           1|     1000000|      1.00000|         3000000| |        |        |        |      0.000|      0.000|      0.000|        |        |   0.000000|               0|      0.00000|      0.00000|   |                                              
