A117605000|20201117|100000095450|00W40|     1000|         0|730938||   6.010|           6010.00|0010000403|B|00
A117605000|20201117|100000095451|00W40|     1000|         0|730938||   6.010|           6010.00|0010000403|B|00
A117605000|20201117|100000095452|00W40|     1000|         0|730938||   6.010|           6010.00|0010000403|B|00
A117605000|20201117|100000095453|00W40|     1000|         0|730938||   6.010|           6010.00|0010000403|B|00
A117605000|20201117|100000095454|00W40|     1000|         0|730938||   6.010|           6010.00|0010000403|B|00
A117605000|20201117|100000095460|00W40|      100|         0|759014||   6.010|           6010.00|0010000404|B|00
A117605000|20201117|100000095461|00W40|      100|         0|759014||   6.010|           6010.00|0010000404|B|00
A117605000|20201117|100000095462|00W40|      100|         0|759014||   6.010|           6010.00|0010000404|B|00
A117605000|20201117|100000095463|00W40|     1000|         0|759014||   6.010|           6010.00|0010000404|B|00
A117605000|20201117|100000095464|00W40|     1000|         0|759014||   6.010|           6010.00|0010000404|B|00
A117605000|20201117|100000095470|00W40|     1000|         0|787011||   6.010|           6010.00|0010000402|B|00
A117605000|20201117|100000095471|00W40|     1000|         0|787011||   6.010|           6010.00|0010000402|B|00
A117605000|20201117|100000095472|00W40|     1000|         0|787011||   6.010|           6010.00|0010000402|B|00
A117605000|20201117|100000095473|00W40|     1000|         0|787011||   6.010|           6010.00|0010000402|B|00
A117605000|20201117|100000095474|00W40|     1000|         0|787011||   6.010|           6010.00|0010000402|B|00
