T0305|A117212005|00W40|     |888|0090417062|6578602         |10002690|092303|092500|20221005|          896524|           1|     0.3390|         3390.00|B|C| |F|105|CNY|            1.50
T0305|A117212005|00W40|     |888|0090490918|6578883         |10002726|092303|092500|20221005|          937703|           1|     0.4327|         4327.00|B|C| |F|105|CNY|            1.60
T0305|A117212005|00W40|     |888|0090002687|6578884         |10002692|092303|092500|20221005|          762219|           1|     0.5164|         5164.00|S|C| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0089502314|6578605         |10002767|092303|092500|20221005|          608579|           1|     0.0711|          711.00|S|C| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005138|6578602         |10002851|092303|092500|20221005|          790312|           1|     0.0972|          972.00|B|O| |F|105|CNY|            1.50
T0305|A117212005|00W40|     |888|0094005140|6578883         |10002833|092303|092500|20221005|          790337|           1|     0.0943|          943.00|B|O| |F|105|CNY|            1.60
T0305|A117212005|00W40|     |888|0094005139|6578884         |10002845|092303|092500|20221005|          790338|           1|     0.1248|         1248.00|S|O| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005141|6578605         |10002845|092303|092500|20221005|          790319|           1|     0.1248|         1248.00|S|O|1|F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005144|6578886         |10002846|092303|092500|20221005|          790340|           1|     0.0972|          972.00|S|O| |F|105|CNY|            0.42
T0305|A117212005|00W40|     |888|0094005145|6578607         |10002846|092303|092500|20221005|          790341|           1|     0.0972|          972.00|S|O|1|F|105|CNY|            0.42
T0305|A117212005|00W40|     |888|0090417062|6578602         |10002690|092303|092500|20221005|          896524|           1|     0.3390|         3390.00|B|C| |F|105|CNY|            1.50
T0305|A117212005|00W40|     |888|0090490918|6578883         |10002726|092303|092500|20221005|          937703|           1|     0.4327|         4327.00|B|C| |F|105|CNY|            1.60
T0305|A117212005|00W40|     |888|0090002687|6578884         |10002692|092303|092500|20221005|          762219|           1|     0.5164|         5164.00|S|C| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0089502314|6578605         |10002767|092303|092500|20221005|          608579|           1|     0.0711|          711.00|S|C| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005138|6578602         |10002851|092303|092500|20221005|          790312|           1|     0.0972|          972.00|B|O| |F|105|CNY|            1.50
T0305|A117212005|00W40|     |888|0094005140|6578883         |10002833|092303|092500|20221005|          790337|           1|     0.0943|          943.00|B|O| |F|105|CNY|            1.60
T0305|A117212005|00W40|     |888|0094005139|6578884         |10002845|092303|092500|20221005|          790338|           1|     0.1248|         1248.00|S|O| |F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005141|6578605         |10002845|092303|092500|20221005|          790319|           1|     0.1248|         1248.00|S|O|1|F|105|CNY|            1.57
T0305|A117212005|00W40|     |888|0094005144|6578886         |10002846|092303|092500|20221005|          790340|           1|     0.0972|          972.00|S|O| |F|105|CNY|            0.42
T0305|A117212005|00W40|     |888|0094005145|6578607         |10002846|092303|092500|20221005|          790341|           1|     0.0972|          972.00|S|O|1|F|105|CNY|            0.42
